Actual Price,Predicted Price
104.31000000000002,97.9044
102.65999999999998,108.862625
7.740000000000002,5.2716675
4.91,8.309332
20.990000000000002,20.447243
136.3,124.023766
145.63000000000005,146.71753
111.02000000000004,106.879074
58.48000000000002,56.886257
431.18000000000006,412.23972
128.72000000000003,96.381386
10.29,12.935045
6.489999999999999,6.0218124
24.490000000000002,25.593176
156.30999999999995,139.29147
316.93999999999994,319.02496
26.990000000000006,34.542866
13.790000000000003,8.96875
12.990000000000002,10.750875
6.990000000000001,3.3541467
109.02,66.70018
43.21000000000001,47.616684
19.990000000000002,21.418495
139.14999999999998,124.42058
157.31000000000006,143.43176
452.06999999999994,465.64053
109.31000000000003,105.04225
445.0699999999999,470.09015
61.83,75.70601
28.48999999999999,28.92089
102.02000000000004,108.42342
108.31,90.60399
69.89999999999998,76.20568
67.33000000000001,69.12827
68.83000000000001,73.27022
48.28999999999999,47.825214
175.17000000000002,169.59218
16.99,56.406136
31.970000000000006,28.948244
265.5,214.88712
201.59,190.28813
14.290000000000001,12.3442955
47.85000000000001,31.42573
107.02000000000004,120.32793
146.57999999999998,144.03778
4.79,4.9909782
40.419999999999995,41.989437
47.42,45.411613
142.90999999999994,145.4959
38.199999999999996,38.97138
265.5,231.15158
8.789999999999997,6.860632
14.99,15.189338
107.02000000000004,104.33455
436.09999999999997,457.28336
19.990000000000002,21.862532
10.79,9.382496
19.149999999999995,24.058449
107.02000000000004,114.336
195.78,206.2759
158.31,147.48624
54.96999999999999,41.474216
82.36999999999998,107.266136
3.91,10.274207
39.74999999999999,33.83668
55.719999999999985,46.502575
8.789999999999997,9.17119
66.82999999999998,71.20445
70.35999999999997,54.248306
285.25,125.19889
26.890000000000004,22.88693
41.48,35.17984
4.79,9.017213
429.1799999999999,417.262
15.129999999999999,12.842838
19.149999999999995,18.685457
26.490000000000002,26.679699
103.02000000000002,95.30176
24.490000000000002,24.995678
39.27000000000001,37.1606
101.17,99.92831
262.6699999999999,181.164
146.63000000000002,138.05806
28.48999999999999,24.239492
23.309999999999995,18.266832
103.17,101.56412
23.940000000000005,17.939676
22.92,18.880468
11.789999999999997,6.0080757
424.6499999999999,456.0589
12.01,11.922676
439.5099999999998,404.2389
416.3199999999998,430.11295
61.83,72.649704
18.879999999999995,18.7684
107.02000000000004,103.912476
23.569999999999997,17.665808
57.98000000000001,56.320026
19.990000000000002,33.24631
82.36999999999998,88.4294
417.32000000000016,396.80017
13.889999999999999,16.412895
42.7,42.071873
311.94,192.6831
5.789999999999999,10.127591
16.99,13.871731
201.59,204.25394
19.149999999999995,23.507734
197.58999999999992,180.23741
28.48999999999999,27.724518
23.490000000000002,28.558865
26.490000000000002,28.391191
137.50000000000003,173.43837
10.989999999999998,7.6136174
105.01999999999997,71.2303
106.02000000000001,107.84198
152.31000000000003,129.2404
6.150000000000001,13.51146
51.720000000000006,48.20907
125.74999999999999,111.72832
6.750000000000001,7.3293276
14.99,10.665428
22.990000000000002,23.571985
109.02,100.77754
443.8899999999999,481.61868
31.319999999999997,31.929056
107.02000000000004,115.46469
201.59,147.00893
12.789999999999997,9.276822
8.789999999999997,9.471858
135.37000000000003,148.87224
153.30999999999997,136.8467
274.72999999999996,257.01398
135.37000000000003,139.46242
26.60000000000001,46.271797
7.909999999999999,7.0168786
38.84,85.40999
449.07000000000005,459.45438
38.84,40.946575
105.01999999999997,123.05402
66.82999999999998,73.3602
30.489999999999995,29.131073
40.68000000000001,34.743954
449.07000000000005,492.0403
216.18000000000006,197.99586
29.559999999999995,28.784527
102.02000000000004,110.690346
419.9899999999999,423.54562
107.31,112.058
8.990000000000002,13.933435
11.989999999999998,13.033893
28.48999999999999,27.791119
139.62999999999997,141.33202
62.980000000000004,61.17249
134.37000000000003,123.56057
18.68,17.924082
